Planet_Name,Planet_Radius,Planet_Mass,Orbital_Period,Semi_Major_Axis,Equilibrium_Temp,Planet_Density,Stellar_Temp,Stellar_Luminosity,Stellar_Metallicity,Stellar_Flux,Habitability_Score_Index,Stellar_Compatibility_Index,Orbital_Stability_Factor,StarType_A,StarType_F,StarType_G,StarType_K,StarType_M,Target_Habitable
TOI-1238 c,2.11,8.32,3.294736,0.037,695.0,4.9,4089.0,0.08270085509243091,0.31,60.36558765870871,0.23071786459498725,0.5304985787542605,0.20267003569471287,False,False,False,True,False,1
TOI-1243 b,2.33,7.7,4.6594779,0.054235,450.0,3.3,3515.0,0.0358500693397993,-0.2,12.183809191517307,0.41429878231715106,0.3204472651235654,0.008601743756884469,False,False,False,False,True,1
TOI-1246 b,3.01,8.1,4.30744,0.049,955.0,1.63,5151.0,0.9413067829119811,0.17,391.8845890557789,0.10556841307355681,0.9163453185798028,0.07210544055393497,False,False,False,True,False,1
TOI-1246 c,2.45109846,9.1,5.904137,0.061,862.49,3.39,5213.0,0.4999999950079739,0.168,134.33637695001985,0.16245855158352485,0.931518816538117,0.060892656737647245,False,False,False,True,False,1
TOI-1246 d,3.43139739,5.4,18.654874,0.132,587.77,0.73,5213.0,0.4999999950079739,0.168,28.694404304618295,0.27140990846375496,0.931518816538117,0.054660067001760695,False,False,False,True,False,1
TOI-1246 e,3.5141875,14.5,22.733983275,0.16794,463.98,1.83,5213.0,0.4999999950079739,0.168,17.727451429937155,0.3309324113489579,0.931518816538117,0.08727141613127988,False,False,False,True,False,1
TOI-1248 b,6.8084859,27.4,4.3601561,0.051,952.09,0.47,5205.0,0.5010026234353426,0.223,192.5452050097397,0.10712561812629816,0.929636155528514,0.030888389736643686,False,False,False,True,False,1
TOI-1249 b,3.2710301,11.9,13.079151,0.109,726.89,1.84,5497.0,0.7920087871305074,0.297,66.65618474419352,0.19879606727096208,0.9826061612737756,0.004297500538736215,False,False,False,True,False,1
TOI-125 b,2.726,9.5,4.65382,0.05186,1037.0,2.57,5320.0,0.5190031574907782,-0.02,192.90501797193986,0.13401237356047768,0.9544555343113368,0.06550544344090782,False,False,False,True,False,1
TOI-125 c,2.759,6.63,9.15059,0.0814,827.8,1.73,5320.0,0.5190031574907782,-0.02,78.31692925425507,0.19061305118407984,0.9544555343113368,0.06573144816525223,False,False,False,True,False,1
TOI-125 d,2.93,13.6,19.98,0.137,638.1,2.98,5320.0,0.5190031574907782,-0.02,27.6506743468715,0.2806073639201527,0.9544555343113368,0.06582506397015558,False,False,False,True,False,1
TOI-1259 A b,11.45557828,140.16232749,3.477978,0.0407,963.0,0.513,4775.0,0.9413067829119811,-0.425,567.9109876451629,0.06381738179883886,0.7996688651572678,0.12705909278019634,False,False,False,True,False,0
TOI-1260 b,2.41,8.56,3.127463,0.0367,871.0,3.35,4227.0,0.12900008605085006,-0.1,95.70520298455367,0.1819972977119863,0.5859164947417362,0.16839100570755294,False,False,False,True,False,1
TOI-1260 c,2.76,13.2,7.493134,0.0657,651.0,3.45,4227.0,0.12900008605085006,-0.1,29.878490986858125,0.27647613929234394,0.5859164947417362,0.17095241204054773,False,False,False,True,False,1
TOI-1260 d,3.12,11.84,16.608164,0.1116,499.0,2.14,4227.0,0.12900008605085006,-0.1,10.356827477114642,0.39699450847104106,0.5859164947417362,0.1723678693262081,False,False,False,True,False,1
TOI-1266 b,2.52,4.46,10.8945,0.073,415.0,1.54,3563.0,0.026289964520097495,-0.109,4.932451129474202,0.5394072412586504,0.3361249805621897,0.3586384921609517,False,False,False,False,True,1
TOI-1266 c,1.98,3.17,18.8027,0.105,346.0,2.25,3563.0,0.026289964520097495,-0.109,2.3843610121619356,0.7115958770721857,0.3361249805621897,0.3594809378244264,False,False,False,False,True,1
TOI-1268 b,9.1,96.4,8.1577094,0.0711,918.9,0.71,5300.0,0.9413067829119811,0.36,186.16845085785226,0.10032728411638069,0.9504932465612673,0.1420103331443031,False,False,False,True,False,1
TOI-1269 b,2.40144286,6.4,4.2529913,0.0496,1004.9,2.53,5499.0,0.6030037319942385,-0.049,245.00793609283366,0.12865749185824016,0.9828507514660983,0.04541030607373731,False,False,False,True,False,1
TOI-1272 b,4.13204907,27.0,3.31599,0.0417,975.0,2.09,5065.0,0.37499890535749236,0.182,215.53023774922113,0.11796592851660082,0.8931766611025781,0.05492684728773991,False,False,False,True,False,1
TOI-1273 b,11.09689089,70.55790635,4.631296,0.0549,1211.0,0.28,5690.0,1.0699906927079144,0.07,354.8879415683246,0.07094110274372414,0.9982805909913701,0.012416278260468254,False,False,False,True,False,0
TOI-1279 b,2.66146528,10.6,9.61419,0.085,759.0,3.05,5457.0,0.5710051168082259,-0.079,79.02091292668499,0.19583596709553847,0.9773621696305143,0.0523079370149731,False,False,False,True,False,1
TOI-1288 b,4.96846551,44.1,2.6998279,0.0374,1203.44,1.97,5388.0,0.700003159130897,0.257,500.0879858910791,0.08023551967173354,0.9667648382711531,0.018530279825281458,False,False,False,True,False,0
TOI-1294 b,10.12369881,63.9,3.915292,0.051,1392.74,0.34,5718.0,1.9784731875085524,0.283,760.3663287888365,0.054497889467085094,0.9992003199146837,0.061861180655824397,False,False,False,True,False,0
TOI-1295 b,15.69257298,451.31633794,3.1968838,0.047,2360.0,0.65,6280.0,1.9784731875085524,0.26,895.2367364292091,0.03874415168044423,0.9455382954115379,0.13055095396601593,False,True,False,False,False,0
TOI-1296 b,14.11645916,95.3,3.9443736,0.051,1414.84,0.19,5567.0,1.9784731875085524,0.405,760.3663287888365,0.04898784067317083,0.9901552246627329,0.05548845916765804,False,False,False,True,False,0
TOI-1298 b,9.65807033,99.0,4.537143,0.057,1278.0,0.6,5752.0,1.9784731875085524,0.397,608.7609807718623,0.060946789770799155,0.9998497890605709,0.07877345370055226,False,False,False,True,False,0
TOI-132 b,3.42,22.4,2.1097019,0.026,1395.0,3.08,5397.0,0.5999982725336438,0.16,886.2603730186762,0.07041118736267954,0.9682567396120852,0.26713561072786024,False,False,True,False,False,0
TOI-1333 b,15.647764,733.625075,4.720219,0.0626,1679.0,1.08,6274.0,1.9784731875085524,0.119,504.74345049404866,0.051816011325930944,0.9467973291946644,0.16615326413076162,False,False,False,True,False,0
TOI-1347 b,1.8,11.1,0.84742346,0.054235,1400.0,6.840423374999999,5464.0,0.549996593976402,0.04,186.91884507887576,0.1374022640290455,0.9783280632280961,1.4005312090773443,False,False,False,True,False,1
TOI-1347 c,1.6,6.4,4.841962,0.054235,1000.0,4.1,5464.0,0.549996593976402,0.04,186.91884507887576,0.1541254329941365,0.9783280632280961,0.041773784588330885,False,False,False,True,False,1
TOI-1386 b,6.2163865,45.8,22.733983275,0.16794,615.03,1.04,5735.0,1.0240001022367002,0.149,36.305824515782824,0.21162223135593417,0.9995891955143901,0.08727141613127988,False,False,False,True,False,1
TOI-1410.01,3.10083009,12.5,1.21687,0.0207,1236.7,2.3,4635.0,0.23900115514847262,0.328,556.4766470662241,0.08710970437564483,0.7480226654971215,0.08846571154280479,False,False,False,True,False,0
TOI-1411 b,1.19880592,2.0,1.4520527,0.02122,976.4,6.36,4115.0,0.09699961265109992,0.012,214.93929968308498,0.15656444175234518,0.5408729401075548,0.2019657624352432,False,False,False,True,False,1
TOI-1416 b,1.62,3.48,1.0697568,0.019,1517.0,4.5,4884.0,0.9413067829119811,0.08,2600.294980419837,0.05721432668843329,0.8372705692311392,0.08591078640907435,False,False,True,False,False,0
TOI-1420 b,11.89,25.1,6.9561063,0.071,957.0,0.082,5510.0,0.7050014334091791,0.28,139.82575037865513,0.10064511736686504,0.9841658111209566,0.005760935349018021,False,False,False,True,False,1
TOI-1422 b,3.83,9.5,12.99894,0.107,870.0,0.93,5599.0,0.9413067829119811,0.07,82.21019938095905,0.1704315814969627,0.9929050665039783,0.014472477027752709,False,False,True,False,False,1
TOI-1422 c,2.61,14.0,22.733983275,0.16794,628.0,4.3,5599.0,0.9413067829119811,0.07,33.37394088269226,0.27265710833266077,0.9929050665039783,0.08727141613127988,False,False,True,False,False,1
TOI-1438 b,3.04,9.4,5.13967,0.0553,971.0,1.8,5230.0,0.44999739532580313,0.03,147.1017182645176,0.1451571482363091,0.9354437884721812,0.06814186985243736,False,False,False,True,False,1
TOI-1438 c,2.75,10.6,9.428089,0.083,794.0,2.9,5230.0,0.44999739532580313,0.03,65.31166840722831,0.20458698260533997,0.9354437884721812,0.06632506121089604,False,False,False,True,False,1
TOI-1439 b,4.2427861,38.5,22.733983275,0.16794,748.4,2.76,5841.0,1.9784731875085524,0.226,70.14657537432869,0.1813063341516249,0.9991183888476703,0.08727141613127988,False,False,False,True,False,1
TOI-1443 b,2.30381001,30.0,22.733983275,0.147,520.66,6.840423374999999,5224.0,0.379996853036855,-0.294,17.58430601743892,0.3593505937920302,0.9340703190216456,0.08619400790806772,False,False,False,True,False,1
TOI-1444 b,1.41792246,3.58,0.4702743,0.0116,2130.02,6.84,5460.0,0.66700639840271,0.146,4920.377680751772,0.04310204147177634,0.9777786146112598,0.016124059702033715,False,False,False,True,False,0
TOI-1448 b,2.749,19.5,8.112245,0.0567,426.0,1.42,3412.0,0.0175800457119695,0.37,5.466619104499687,0.5105800566678208,0.2882318113101786,0.4308560042196906,False,False,False,True,False,1
TOI-1450 A b,1.13,1.258,2.0439274,0.054235,722.0,1.42,3437.0,0.9413067829119811,-0.12,319.9073933435463,0.149440137410805,0.2958684875450846,0.6961505091789627,False,False,False,False,True,1
TOI-1451 b,2.61143902,15.2,16.537944,0.127,723.33,4.67,5801.0,1.058010554122454,0.019,65.5927187924646,0.21158953494663973,0.999882451353828,0.00037124077851953416,False,False,False,True,False,1
TOI-1452 b,1.672,4.82,11.06201,0.061,326.0,5.6,3324.375,0.007000031591308968,-0.07,1.8807177838014422,0.7870318573834348,0.2624121207096917,0.605062206640648,False,False,False,False,True,1
TOI-1453 b,1.173,2.32,4.3135225,0.054235,944.2,6.840423374999999,4975.0,0.9413067829119811,-0.31,319.9073933435463,0.13892719707729367,0.8665019764346735,0.05796634813566806,False,False,False,True,False,1
TOI-1453 c,2.224,2.95,6.5886982,0.054235,819.8,1.472135,4975.0,0.9413067829119811,-0.31,319.9073933435463,0.1262066151965348,0.8665019764346735,0.3081985828109533,False,False,False,True,False,1
TOI-1468 b,1.401,3.04,1.8805201,0.02107,683.5,6.1,3376.0,0.01613986879824255,-0.01,36.27385952337593,0.29813597357530364,0.27744453983440015,0.42435285189419475,False,False,False,True,False,1
TOI-1468 c,2.126,4.1,15.532477,0.08608,338.1,2.31,3376.0,0.01613986879824255,-0.01,2.1778946909246186,0.7181857194465873,0.27744453983440015,0.45215394053007657,False,False,False,True,False,1
TOI-1470 b,2.18,7.32,2.527093,0.0285,734.0,3.86,3709.0,0.03760018658059076,0.0,46.23447473789211,0.2466693122339248,0.38624622579508916,0.30613954156715656,False,False,False,False,True,1
TOI-1470 c,2.47,7.24,18.08816,0.106,373.0,2.66,3709.0,0.03760018658059076,0.0,3.3461054178687157,0.6136919521810265,0.38624622579508916,0.31350329437855673,False,False,False,False,True,1
TOI-1472 b,4.058,18.05,6.36338574,0.064,891.0,1.49,5100.0,0.9413067829119811,0.27,229.7551337349234,0.11874431438843631,0.902892301608292,0.06343105841958328,False,False,False,True,False,1
TOI-1472 c,3.334,21.13,15.5381747,0.116,662.0,3.14,5100.0,0.9413067829119811,0.27,69.94922961373122,0.19905545917535972,0.902892301608292,0.06420734620686337,False,False,False,True,False,1
TOI-150.01,14.067295,733.625075,5.857487,0.07037,1404.5,1.68,6255.0,1.9784731875085524,0.28,399.45455140132157,0.06087725908283425,0.9506949837560605,0.13147956294080124,False,True,False,False,False,0
TOI-157 b,14.414774,375.0394,2.0845435,0.03138,1588.0,0.686,5404.0,1.0470079998610848,0.24,1062.1926815595884,0.042159957732430905,0.9693945713900376,0.022183340940236357,False,False,True,False,False,0
TOI-1601 b,14.19902343,387.0,5.33175,0.069,1493.97,0.74,5982.0,1.9784731875085524,0.343,415.47105995559684,0.058892572409974066,0.9907946312329025,0.18727484382324375,False,False,False,True,False,0
TOI-163 b,16.690201,387.7526,4.231306,0.058,1669.0,0.49,6495.0,1.9784731875085524,0.22,587.9563707306247,0.0483457816104925,0.8920420555820748,0.16151169217880124,False,True,False,False,False,0
TOI-1648 b,2.54,7.4,7.331602,0.0694,799.0,2.49,4850.0,0.9413067829119811,0.2,195.39888713153698,0.14500073890572165,0.8258234888177327,0.08091808788843088,False,False,False,True,False,1
TOI-1669 c,2.2963977,13.0,2.6800535,0.0376,1285.16,6.0,5497.0,0.9210007842348022,0.274,650.994362460631,0.08799852218277236,0.9826061612737756,0.005441232908027941,False,False,False,True,False,0
TOI-1670 b,2.06,41.31769291,10.98462,0.103,1062.0,6.840423374999999,6170.0,0.9413067829119811,0.09,88.71882968067685,0.18387155967966196,0.9664288921640458,0.08203940295752218,False,True,False,False,False,1
TOI-1670 c,11.06326395,200.23189641,22.733983275,0.16794,684.0,0.81,6170.0,0.9413067829119811,0.09,33.37394088269226,0.17880267748774062,0.9664288921640458,0.08727141613127988,False,True,False,False,False,1
TOI-1685 b,1.421,3.07,0.66913923,0.01164,1000.0,1.42,3470.0,0.9413067829119811,0.01,6896.545838745085,0.04749257774302722,0.30612934950211884,0.22798034050454008,False,False,False,False,True,0
TOI-169 b,12.172974,251.40353,2.2554477,0.03524,1715.0,0.76,5880.0,1.7889985970929478,0.24,1439.4236291373588,0.03928340742486275,0.9976906706134507,0.058392136330491604,False,False,True,False,False,0
TOI-1694 b,5.3422266,31.3,3.770107,0.045,943.19,1.13,5058.0,0.38199704203633117,0.131,188.54740475633324,0.115895328999424,0.8911878885041844,0.06720660979310619,False,False,False,True,False,1
TOI-1695 b,1.9,6.36,3.1342791,0.033548,698.0,5.0,3690.0,0.04429961991003638,0.0,39.32611308523456,0.27135660647162235,0.379526065769695,0.2846004747754645,False,False,False,False,True,1
TOI-1696 b,3.09,48.8,2.500311,0.0229,489.0,1.42,3324.375,0.0071100065366077264,0.336,13.532301510454172,0.36813003266426986,0.2624121207096917,0.5657343660738141,False,False,False,False,True,1
TOI-1710 b,5.20315158,22.4,22.733983275,0.166,602.99,0.87,5684.0,0.8639925546191204,0.147,31.352925014302002,0.23443794186079261,0.9980383709585089,0.07213648539145635,False,False,False,True,False,1
TOI-172 b,10.816685,733.625075,9.47725,0.0914,1198.0,6.840423374999999,5645.0,1.9784731875085524,0.148,236.80223334504927,0.08201954566228081,0.9960768269415046,0.05457819071861414,False,False,False,True,False,0
TOI-1728 b,5.05,26.78,3.49151,0.0391,767.0,1.14,3980.0,0.08799945855058901,0.25,57.523129375928384,0.183392836003854,0.48753124958351435,0.18183751075535007,False,False,False,False,True,1
TOI-1736 b,3.18175535,12.3,7.073076,0.073,1099.79,2.09,5636.0,1.865004997975156,0.148,349.90712907601426,0.10420038000098447,0.9955291353156903,0.015890773350640392,False,False,False,True,False,1
TOI-1742 b,2.36507598,9.7,21.269084,0.154,694.09,4.0,5815.0,1.3219955705065183,0.193,55.74042123820543,0.2307532989076007,0.9996958240486657,0.03223587661495414,False,False,False,True,False,1
TOI-1749 b,1.39,57.0,2.38839,0.0291,831.0,1.42,3985.0,0.9413067829119811,-0.26,1110.2803492669125,0.09186363314808363,0.48948038520905673,0.23211503883794174,False,False,False,False,True,0
TOI-1749 c,2.12,14.0,4.4929,0.0443,673.0,1.42,3985.0,0.9413067829119811,-0.26,479.40492842437754,0.11694967330940748,0.48948038520905673,0.2385557066798571,False,False,False,False,True,1
TOI-1749 d,2.52,15.0,9.0497,0.0707,533.0,1.42,3985.0,0.9413067829119811,-0.26,188.2805611996386,0.1614966605681122,0.48948038520905673,0.23930935831862715,False,False,False,False,True,1
TOI-1751 b,2.9507845,19.5,22.733983275,0.16794,651.64,4.13,5970.0,1.9784731875085524,-0.373,70.14657537432869,0.20585490156913222,0.991841462993374,0.08727141613127988,False,False,False,True,False,1
TOI-1753 b,2.47852533,16.6,5.3846104,0.059,1005.43,5.95,5621.0,0.8520007949880714,0.026,244.68718983000326,0.1277381495710963,0.9945374188982666,0.024456314470071645,False,False,False,True,False,1
TOI-1759 b,3.14,10.8,18.85019,0.1177,443.0,1.91,4065.0,0.08766979680949177,0.05,6.3279891506162915,0.47010331425622987,0.5209600081311523,0.21301838067390247,False,False,False,False,True,1
TOI-1774.01,2.78,8.5,16.70988,0.054235,824.0,1.42,5746.0,0.9413067829119811,-0.02,319.9073933435463,0.11953691817425169,0.9997724703332461,1.1154208680179194,False,False,False,True,False,1
TOI-1775 b,8.04728896,96.0,10.2405549,0.08,707.89,1.01,5284.0,0.4830031910412297,0.162,75.45745837232145,0.14954696202077916,0.947214011682935,0.1859012964737052,False,False,False,True,False,1
TOI-1776 b,1.21612741,1.4,2.799868,0.0378,1269.21,4.13,5785.0,0.8849933350369471,-0.193,618.9457107347306,0.10250120444817724,0.9999891111703948,0.03598040598241968,False,False,False,True,False,1
TOI-1789 b,16.14093221,222.4798849,3.208664,0.04882,1927.0,0.28,5991.0,1.9784731875085524,0.373,829.7598950191889,0.04180224388294466,0.9899686529912571,0.17645040602914686,False,True,False,False,False,0
TOI-1794 b,3.29701268,8.7,8.765528,0.082,992.91,1.31,5631.0,1.5749979759188242,0.035,234.20044251581027,0.12118616148274206,0.9952095111690844,0.01890061339060401,False,False,False,True,False,1
TOI-1801 b,2.079,5.738,10.64387,0.054235,493.7,3.701,3863.0,0.0588802980881764,-0.19,20.01073722470013,0.3571608058939065,0.4426663783690178,0.7239769835728759,False,False,False,False,True,1
TOI-1803 b,2.99,10.32,6.293287,0.06,747.0,2.15031,4687.0,0.2219984795437013,0.014,61.64911956226084,0.20727714545843892,0.7675843610459832,0.1375753176280302,False,False,False,True,False,1
TOI-1803 c,4.29,8.0,12.885779,0.097,588.0,0.419035,4687.0,0.2219984795437013,0.014,23.591761906875803,0.2724233633071348,0.7675843610459832,0.13459891078517788,False,False,False,True,False,1
TOI-1807 b,1.49681583,2.44,0.54937097,0.0122,1694.1,3.98,4914.0,0.29300160545018455,0.044,1955.429828151258,0.061968175486894254,0.8471411086805012,0.06391522121258723,False,False,False,True,False,0
TOI-181 b,6.9559,46.1687,4.532,0.0539,895.1,0.7562,4994.0,0.2980025634911582,0.272,102.53992777230764,0.13321545598210707,0.8723276133733361,0.007319798928677536,False,False,False,True,False,1
TOI-1811 b,11.14172682,308.9292116,3.7130765,0.04389,962.2,1.23,4766.0,0.2753024016145934,0.306,142.8411852916233,0.10180749615567826,0.7964526845873368,0.08626619733281848,False,False,False,True,False,1
TOI-1820 b,12.778238,731.0053361,4.860674,0.061,1375.0,2.0,5734.0,0.9413067829119811,0.14,252.90348815475042,0.07343604714399037,0.9995698703100877,0.1072407226080034,False,False,False,True,False,0
TOI-1823 b,7.5406241,67.4,22.733983275,0.16794,423.63,0.86,4927.0,0.34600310808407236,0.243,12.267506708814807,0.30571477917098827,0.8513486366150869,0.08727141613127988,False,False,False,True,False,1
TOI-1824 b,2.7438269,16.0,22.733983275,0.151,528.67,4.24,5165.0,0.4240040452115673,0.124,18.59503750598927,0.3375395530479543,0.9198872026948478,0.05122574696659786,False,False,False,True,False,1
TOI-1836 b,8.00321222,38.45723725,20.380799,0.1597,966.0,0.41,6380.0,1.9784731875085524,-0.101,77.57169990415842,0.13745918582714814,0.922623328822894,0.1166199393810149,False,False,False,True,False,1
TOI-1836 c,2.59987579,8.0,1.7727471,0.03089,2007.6,3.0,6237.0,1.9784731875085524,-0.136,2071.2830304067134,0.051240877366392004,0.9542610572992868,0.09377490256456411,False,False,False,True,False,0
TOI-1842 b,12.3485023,89.4,9.5739181,0.1,1199.55,0.26,6039.0,1.9784731875085524,0.332,197.8275359972555,0.0835668330203036,0.9849760035352019,0.1628034709066216,False,False,False,True,False,0
TOI-1853 b,3.46,73.2,1.2436258,0.0213,1479.0,6.840423374999999,4985.0,0.36959832980579393,0.11,812.8578367806504,0.07108656116428605,0.869580626356469,0.07222838992728037,False,False,False,True,False,0
TOI-1855 b,18.49481816,360.09958513,1.36414864,0.02398,1701.0,0.31,5359.0,0.8040073148999792,0.399,1395.7481365889946,0.03490895117334693,0.9617376721695602,0.0046594408822666755,False,False,False,True,False,0
TOI-1898 b,9.39553231,129.0,22.733983275,0.16794,674.54,0.85,6241.0,1.9784731875085524,-0.095,70.14657537432869,0.1479179860637854,0.9534793077356823,0.08727141613127988,False,False,False,True,False,1
TOI-1899 b,11.09689089,212.94503269,22.733983275,0.1525,378.0,0.85,3926.0,0.9413067829119811,0.28,40.47369241470858,0.1903358488209655,0.4666382770039812,0.03835074242111209,False,False,False,True,False,1
TOI-1937 A b,13.97759893,638.83509807,0.94667944,0.01932,2097.0,1.28,5814.0,1.2019876348698857,0.196,3211.617396965032,0.027178842851873167,0.999712041468019,0.02692666992124586,False,False,False,True,False,0
TOI-2000 b,2.7,11.0,3.09833,0.04271,1488.0,3.07,5611.0,1.1469909731357617,0.439,628.4385836360876,0.08228009972902471,0.9938216096789019,0.03405882161368261,False,False,False,True,False,0
TOI-2000 c,8.14,81.7,9.127055,0.0878,1038.0,0.829,5611.0,1.1469909731357617,0.439,148.7697504923269,0.10827367628068393,0.9938216096789019,0.03494888820032839,False,False,False,True,False,1
TOI-2010 b,11.81426566,408.7273314,22.733983275,0.16794,400.2,1.36,5929.0,1.2990025391923234,0.168,46.056009301619504,0.17707326561689482,0.9949459261393733,0.08727141613127988,False,True,False,False,False,1
TOI-2015 b,3.309,9.2,3.348237,0.029322,530.9,1.4,3324.375,0.032200306087301574,-0.31,37.40830166630835,0.2571283730288466,0.2624121207096917,0.5111149010603725,False,False,False,False,True,1
TOI-2019 b,5.33275337,34.4,15.3444,0.128,917.46,1.25,5626.0,1.9784731875085524,0.409,120.74905019887412,0.13533927262585344,0.9948789353690611,0.07487157023116159,False,False,False,True,False,1
TOI-2025 b,11.89272852,733.625075,8.8720982,0.0892,1166.0,3.74,5977.0,1.9784731875085524,0.15,248.62562110230576,0.07896379710921986,0.9912383863955458,0.08009837949464498,False,False,False,True,False,0
TOI-2031 A b,14.20177855,254.2627256,5.71548654,0.066,1358.0,0.49,6490.0,1.9784731875085524,-0.24,454.0907017462823,0.058706577166650876,0.8934595451662067,0.06944383349487351,False,False,False,True,False,0
TOI-2076 c,3.69441587,55.0,21.015327,0.142,543.16,6.0,5192.0,0.41899611872786585,0.02,20.77838426619717,0.3004209449797762,0.9265287321689695,0.06300633906139835,False,False,False,True,False,1
TOI-2076 d,3.43087751,29.0,22.733983275,0.16794,457.68,4.0,5192.0,0.41899611872786585,0.02,14.855466836478605,0.35298295457961765,0.9265287321689695,0.08727141613127988,False,False,False,True,False,1
TOI-2088 b,3.6831179,37.0,22.733983275,0.16794,300.33,2.0,5081.0,0.43500074425308805,0.339,15.422909285449398,0.37064552834820025,0.8976656965436467,0.08727141613127988,False,False,False,True,False,1
TOI-2093 c,2.3,15.8,22.733983275,0.16794,329.0,6.840423374999999,4426.0,0.18380190149426037,-0.08,6.516678628002048,0.5319683522208796,0.6661763265597185,0.08727141613127988,False,False,False,True,False,1
TOI-2095 b,1.25,4.1,17.66484,0.101,347.0,1.42,3759.0,0.034760018586666136,-0.24,3.4071768855779387,0.7152456907260036,0.40419493702760895,0.3558391600857779,False,False,False,False,True,1
TOI-2095 c,1.33,7.4,22.733983275,0.137,297.0,1.42,3759.0,0.034760018586666136,-0.24,1.851892306162287,0.8399998116760027,0.40419493702760895,0.17795214481987312,False,False,False,False,True,1
TOI-2107 b,13.57407563,263.79757781,2.4545467,0.03515,1397.0,0.577,5627.0,0.7859953921102107,0.07,635.6498908108916,0.05282023072252607,0.9949459261393733,0.01661105493688235,False,False,False,True,False,0
TOI-2120 b,2.122,6.8,5.7998164,0.0377,384.0,1.42,3324.375,0.005169993534815561,0.39,3.634978474724256,0.6187912925375427,0.2624121207096917,0.6663125628720801,False,False,False,True,False,1
TOI-2128 b,2.08874836,4.5,16.34136,0.127,780.53,2.68,5968.0,1.4330125702369627,-0.07,88.84144886775961,0.1980670165656099,0.992009869928342,0.010010273179211009,False,False,False,True,False,1
TOI-2134 b,2.69,9.13,9.2292005,0.078,666.0,2.607,4580.0,0.19199945679542882,0.12,31.55290990886258,0.2719188443712199,0.7269233631372192,0.12862936798833122,False,False,False,True,False,1
TOI-2134 c,7.27,41.89,22.733983275,0.16794,306.0,0.599,4580.0,0.19199945679542882,0.12,6.807322157795224,0.3916482046007381,0.7269233631372192,0.08727141613127988,False,False,False,True,False,1
TOI-2136 b,2.19,6.37,7.851928,0.057,395.0,3.34,3342.0,0.01299989965375454,0.03,3.999969124232166,0.5958010375460169,0.267486013498487,0.3957475527926995,False,False,False,False,True,1
TOI-2141 b,3.147,20.1,18.261608,0.1322,728.0,3.54,5635.0,0.9413067829119811,-0.14,53.85715757278822,0.2152156307380496,0.9954660871336671,0.03418898755394084,False,False,False,True,False,1
TOI-2152 A b,14.35870428,733.625075,3.3773512,0.05064,1802.0,1.67,6630.0,1.9784731875085524,0.282,771.2114227328659,0.045298288791168595,0.8510265094107446,0.1797906416812561,False,True,False,False,False,0
TOI-2154 b,16.28664896,292.40213444,3.8240801,0.0513,1580.0,0.37,6280.0,1.9784731875085524,0.011,751.5025268863984,0.04559973048443943,0.9455382954115379,0.08973958499748573,False,False,False,True,False,0
TOI-2158 b,10.76062147,260.61929374,8.60077,0.075,1188.0,1.14,5673.0,0.9413067829119811,0.47,167.31368341841116,0.0923879804310461,0.9975529988004797,0.11846473399915643,False,False,False,True,False,0
TOI-2169 A b,12.50922246,329.58805806,8.2148282,0.0896,1364.0,0.92,6270.0,1.9784731875085524,0.123,246.41098041495658,0.07472645318024729,0.947629192876223,0.15265313587487758,False,False,False,True,False,0
TOI-2180 b,11.32107051,733.625075,22.733983275,0.16794,348.0,3.32,5695.0,1.9784731875085524,0.253,70.14657537432869,0.1604750939608794,0.9984702823237644,0.08727141613127988,False,False,True,False,False,1
TOI-2193 A b,19.83989584,298.75870258,2.1225735,0.03319,1763.0,0.06,5966.0,1.7790165979367099,0.027,1613.5091246188906,0.03220032503268803,0.9921765415865171,0.033522484388428725,False,False,False,True,False,0
TOI-2196 b,3.51,26.0,1.1947268,0.02234,1860.0,3.31,5634.0,0.9900109542601704,0.14,1979.7225744670814,0.04933434139820464,0.995402600543315,0.01639184865844654,False,False,True,False,False,0
TOI-220 b,3.03,13.8,10.695264,0.08911,805.0,2.73,5298.0,0.9413067829119811,-0.217,118.5287246006983,0.1635667383977357,0.9500886338026269,0.08331610975870181,False,False,False,True,False,1
TOI-2207 b,11.1529358,203.41018048,8.001968,0.0854,1259.0,0.8,6101.0,1.9784731875085524,0.181,271.2407168897518,0.07663949350025494,0.9770824668888863,0.11295326977491264,False,False,False,True,False,0
TOI-2236 b,14.36991326,502.16888306,3.5315902,0.05009,1688.0,0.93,6248.0,1.9784731875085524,0.119,788.2337859820262,0.0458078051280444,0.9520964951374568,0.12731418201924974,False,False,False,True,False,0
TOI-2295 b,16.47720163,278.09985612,22.733983275,0.16794,747.0,0.34,5730.0,1.9784731875085524,0.316,70.14657537432869,0.1214242443288876,0.9994881310496332,0.08727141613127988,False,False,False,True,False,1
TOI-2322 b,0.994,2.31,11.30717,0.0924,603.1,6.840423374999999,4664.0,0.18100059394975435,-0.12,21.19752680128665,0.38723168932474733,0.7589822492450642,0.08441424444758323,False,False,False,True,False,1
TOI-2322 c,1.874,18.1,20.225528,0.1362,496.8,6.840423374999999,4664.0,0.18100059394975435,-0.12,9.756687025360531,0.45623233405487,0.7589822492450642,0.08405771714030844,False,False,False,True,False,1
TOI-2328 b,9.97599282,50.85254512,17.10197,0.127,842.0,0.29,5525.0,0.6760051429434254,0.09,41.90980427423592,0.16298009294570812,0.9858764640666321,0.02948675134929555,False,False,False,True,False,1
