Planet_Name,Planet_Radius,Planet_Mass,Orbital_Period,Semi_Major_Axis,Equilibrium_Temp,Planet_Density,Stellar_Temp,Stellar_Luminosity,Stellar_Metallicity,Stellar_Flux,Habitability_Score_Index,Stellar_Compatibility_Index,Orbital_Stability_Factor,StarType_A,StarType_F,StarType_G,StarType_K,StarType_M,Target_Habitable
HATS-6 b,11.186582,101.38777,3.3252725,0.03623,712.8,0.399,3724.0,0.9413067829119811,0.2,716.5785163285022,0.06409064048835177,0.3915911810467915,0.2374398290968956,False,False,False,False,True,0
HATS-60 b,12.923977,210.40346,3.560829,0.04708,1528.0,0.537,5688.0,1.9784731875085524,0.335,892.1982563583246,0.04672527028337305,0.9982016190284373,0.04018393743292791,False,False,False,True,False,0
HATS-61 b,13.394755,733.625075,7.817953,0.07908,1226.1,2.47,5542.0,1.9784731875085524,0.247,316.3205497130185,0.06932264847412774,0.9876993897785513,0.03312471345025484,False,False,False,True,False,0
HATS-62 b,11.825495,56.89157,3.2768837,0.04163,1237.0,0.076,5416.0,0.6709961062630134,0.133,386.9516082563458,0.0672130566484758,0.9712990381074811,0.0469065398198467,False,False,False,True,False,0
HATS-63 b,13.529263,305.1168,3.0566527,0.04026,1398.3,0.67,5627.0,1.027992627448959,0.081,633.8326429660221,0.052911279836299105,0.9949459261393733,0.030242980900632984,False,False,False,True,False,0
HATS-64 b,18.819911,305.1168,4.908897,0.06562,1793.0,0.245,6554.0,1.9784731875085524,0.22,459.36390842477914,0.0495072886388778,0.8747502264250874,0.1934578660890296,False,False,False,True,False,0
HATS-65 b,16.824709,260.93843,3.105161,0.04497,1634.0,0.3,6277.0,1.9784731875085524,0.199,977.8442680021307,0.040957271184157,0.9461694952209211,0.09856253559720006,False,False,False,True,False,0
HATS-66 b,15.815899,733.625075,3.1414391,0.04714,1998.0,2.34,6626.0,1.9784731875085524,-0.017,889.9295349366071,0.04067063320623497,0.8523134771557002,0.1493864902899172,False,False,False,True,False,0
HATS-67 b,18.887165,460.8535,1.6091788,0.03032,2193.0,0.374,6594.0,1.9784731875085524,0.332,2149.8077018038334,0.027897187207877653,0.862458713179293,0.15065015623596786,False,False,False,True,False,0
HATS-68 b,13.809488,410.0007,3.5862202,0.05071,1741.0,0.856,6147.0,1.9784731875085524,0.21,769.08456142346,0.04634903064014813,0.9701951908964435,0.13002337072296263,False,False,False,True,False,0
HATS-69 b,10.592505,183.38791,2.2252577,0.03211,1295.7,0.46,5137.0,0.48130458625255457,0.377,466.3568692438634,0.06451507580839479,0.9127375588983989,0.04828125208064163,False,False,False,True,False,0
HATS-7 b,6.310667,38.1396,3.185315,0.04012,1084.0,0.83,4985.0,0.36800184835450345,0.25,228.4853831894856,0.10003195978527687,0.869580626356469,0.07004104561033521,False,False,False,True,False,0
HATS-71 b,11.478016,117.5971,3.7955202,0.03745,586.8,0.42,3405.0,0.027549898300014593,0.17,19.629390257598114,0.21709371814453796,0.286114842945764,0.30881919361087357,False,False,False,False,True,1
HATS-72 b,8.0973816,39.855882,7.3279474,0.066517,739.3,0.411,4656.1,0.21930069094497961,0.099,49.55375246473121,0.16957889160677855,0.7560088960911099,0.13559072618412962,False,False,False,True,False,1
HATS-74 A b,11.56766808,464.02947422,1.73185606,0.02384,895.1,1.64,3776.9,0.06079949891399825,0.514,106.78838813191538,0.11286123030502342,0.4107104000676702,0.20789906609389722,False,False,False,True,False,1
HATS-75 b,9.90873894,156.05374784,2.7886556,0.032742,772.3,0.878,3790.4,0.06359017204776071,0.522,59.26177695861517,0.14896322875054824,0.415654523730395,0.2154809899470881,False,False,False,True,False,1
HATS-76 b,12.09449018,733.625075,1.9416423,0.02658,939.8,2.58,4016.0,0.09160095468444289,0.322,129.47197283893303,0.10317702644186198,0.5016157508758013,0.17006346940656933,False,False,False,True,False,1
HATS-77 b,13.05846252,436.69623122,3.0876262,0.03607,828.3,1.077,4071.0,0.10189901829698768,0.253,78.260756059171,0.12281040699836918,0.5233410103274386,0.17950866636254048,False,False,False,True,False,1
HATS-8 b,9.785457,43.86054,3.583893,0.04667,1324.0,0.259,5679.0,0.9413067829119811,0.21,431.9726390749735,0.06739165847501054,0.9978243701209799,0.02334774726986517,False,False,False,True,False,0
HD 106315 b,2.44,12.6,9.55237,0.0907,1153.0,4.7,6327.0,0.9413067829119811,-0.311,114.4099577042307,0.1591007608390522,0.9352157758575249,0.03772721096151772,False,True,False,False,False,1
HD 106315 c,4.35,15.2,21.05704,0.1536,886.0,1.01,6327.0,0.9413067829119811,-0.311,39.896091326423424,0.20777482791098872,0.9352157758575249,0.037548629365133236,False,True,False,False,False,1
HD 110067 b,2.2,5.69,9.113678,0.0793,800.0,1.42,5266.0,0.9413067829119811,-0.2,149.663451712616,0.16376907499741378,0.9434100811411245,0.09621432215528906,False,False,False,True,False,1
HD 110067 c,2.388,6.3,13.673694,0.1039,699.0,1.42,5266.0,0.9413067829119811,-0.2,87.18863220630027,0.19842806829938103,0.9434100811411245,0.09666736111689823,False,False,False,True,False,1
HD 110067 d,2.852,8.52,20.519617,0.1362,602.0,1.42,5266.0,0.9413067829119811,-0.2,50.74036209113584,0.2350673124362307,0.9434100811411245,0.09659245256973716,False,False,False,True,False,1
HD 110067 e,1.94,3.9,22.733983275,0.16794,533.0,1.42,5266.0,0.9413067829119811,-0.2,33.37394088269226,0.30282209091792056,0.9434100811411245,0.08727141613127988,False,False,False,True,False,1
HD 110067 f,2.601,5.04,22.733983275,0.16794,489.0,1.42,5266.0,0.9413067829119811,-0.2,33.37394088269226,0.28827235959850184,0.9434100811411245,0.08727141613127988,False,False,False,True,False,1
HD 110067 g,2.607,8.4,22.733983275,0.16794,440.0,1.42,5266.0,0.9413067829119811,-0.2,33.37394088269226,0.29443665540101677,0.9434100811411245,0.08727141613127988,False,False,False,True,False,1
HD 110113 b,2.05,4.55,2.541,0.035,1371.0,2.9,5732.0,0.9413067829119811,0.14,767.7869354910123,0.08398017042500176,0.9995298883149205,0.051493672318175296,False,False,True,False,False,0
HD 118203 b,12.778238,680.15279098,6.1349779,0.0713,1361.0,1.79,5742.0,0.9413067829119811,0.287,185.12569751783906,0.08167464700767231,0.999712041468019,0.10848291309265862,False,False,False,True,False,0
HD 136352 b,1.664,4.72,11.57797,0.0964,905.0,5.623888,5664.0,1.0380063253450658,-0.24,111.6861193016826,0.18598551825729165,0.997116166260315,0.049800769944732044,False,False,False,True,False,1
HD 136352 c,2.916,11.24,22.733983275,0.16794,677.0,2.497668,5664.0,1.0380063253450658,-0.24,36.802413800481624,0.25265679467508995,0.997116166260315,0.08727141613127988,False,False,False,True,False,1
HD 136352 d,2.562,8.82,22.733983275,0.16794,431.0,2.878108,5664.0,1.0380063253450658,-0.24,36.802413800481624,0.2876382994513094,0.997116166260315,0.08727141613127988,False,False,False,True,False,1
HD 137496 b,1.31,4.04,1.62116,0.02732,2130.0,6.840423374999999,5799.0,0.9413067829119811,-0.03,1259.4714337827343,0.06891182161819363,0.9999020048018431,0.014259298061803774,False,False,True,False,False,0
HD 1397 b,11.500434,131.89945,11.53533,0.1097,1228.3,0.477,5521.0,1.9784731875085524,0.29,164.3920558557146,0.09024417954606233,0.9854296346918991,0.1216339388976749,False,False,False,True,False,0
HD 17156 b,12.26262489,733.625075,21.2164294,0.1632,888.0,3.08,6046.0,1.9784731875085524,0.208,74.28028384608331,0.12519533295757035,0.9841658111209566,0.10996752810790943,False,False,False,True,False,1
HD 183579 b,3.49,20.4,17.471291,0.1322,752.0,2.65,5784.0,0.9249963094617257,-0.038,52.923948809562596,0.2091576252381423,0.999992000032,0.00422298327973445,False,False,False,True,False,1
HD 191939 b,3.41,10.0,8.8803256,0.0804,880.0,1.4,5348.0,0.6499949761981433,-0.15,100.53811138442718,0.1639295778247262,0.9597438155947199,0.055808426641172394,False,False,True,False,False,1
HD 191939 c,3.195,8.0,22.733983275,0.16794,600.0,1.35,5348.0,0.6499949761981433,-0.15,23.04550897059905,0.29518969334542505,0.9597438155947199,0.08727141613127988,False,False,True,False,False,1
HD 191939 d,2.995,2.8,22.733983275,0.16794,540.0,0.57,5348.0,0.6499949761981433,-0.15,23.04550897059905,0.30711459792506274,0.9597438155947199,0.08727141613127988,False,False,True,False,False,1
HD 20329 b,1.72,7.42,0.926118,0.018,2141.0,6.840423374999999,5596.0,1.120005099338192,-0.07,3446.1695364252064,0.046595195430255136,0.9926661361037511,0.036390094895077156,False,False,False,True,False,0
HD 207496 b,2.25,6.1,6.441008,0.0629,743.0,3.17,4819.0,0.9413067829119811,0.095,237.85930265299302,0.14225452706582697,0.815157807577445,0.0964279513687385,False,False,False,True,False,1
HD 207897 b,2.34302132,14.8,16.20166,0.117,581.75,6.29,5106.0,0.37900068944549237,-0.03,27.684491559203238,0.30229705173542243,0.9045189713147219,0.08933058355051293,False,False,False,True,False,1
HD 213885 b,1.745,8.83,1.008035,0.02012,2128.0,6.840423374999999,5978.0,1.37600496197459,-0.04,3390.7248288246797,0.04678868740400773,0.9911505004882849,0.025832892276643777,False,False,True,False,False,0
HD 21520 b,2.697,17.7,22.733983275,0.16794,637.0,1.35,5871.0,1.163992012163208,0.049,41.269224132950264,0.25166472046628696,0.9980798458592302,0.08727141613127988,False,False,False,True,False,1
HD 21749 c,0.892,3.7,7.78993,0.0695,701.0,6.840423374999999,4640.0,0.20596811765973644,0.003,42.63246937329602,0.2930713541346549,0.7499208918445293,0.13159420086621962,False,False,False,True,False,1
HD 219134 b,1.602,4.74,3.092926,0.03876,1015.0,6.34,4699.0,0.26460009757274705,0.11,176.00843454773366,0.15658335778226276,0.7720389921842027,0.08902715064140601,False,False,False,True,False,1
HD 219134 c,1.511,4.36,6.76458,0.0653,782.0,6.840423374999999,4699.0,0.26460009757274705,0.11,62.03857306006369,0.2387161876927064,0.7720389921842027,0.0902690641256692,False,False,False,True,False,1
HD 219134 d,1.61,16.17,22.733983275,0.16794,410.5,1.42,4699.0,0.26460009757274705,0.11,9.381370849819108,0.4956102547294569,0.7720389921842027,0.08727141613127988,False,False,False,True,False,1
HD 219134 f,1.31,7.3,22.717,0.1463,522.6,1.42,4699.0,0.26460009757274705,0.11,12.36178134664632,0.45157841850016467,0.7720389921842027,0.09176211389204929,False,False,False,True,False,1
HD 219666 b,4.898,17.6,6.034468,0.054235,1076.0,1.42,5540.0,0.9413067829119811,0.07,319.9073933435463,0.09627817981076296,0.9874913363561679,0.23213288614170638,False,False,False,True,False,0
HD 224018 b,0.91,4.1,10.6413,0.0952,968.0,6.840423374999999,5784.0,1.3299949746492488,0.05,146.73313165533787,0.18085935822859944,0.999992000032,0.007093631121578741,False,False,True,False,False,1
HD 224018 c,2.42,10.4,22.733983275,0.16794,641.0,4.0,5784.0,1.3299949746492488,0.05,47.15484310110653,0.24694499446577278,0.999992000032,0.08727141613127988,False,False,True,False,False,1
HD 224018 d,2.4,4.2,22.733983275,0.16794,411.0,1.7,5784.0,1.3299949746492488,0.05,47.15484310110653,0.27203751766283757,0.999992000032,0.08727141613127988,False,False,True,False,False,1
HD 22946 d,2.607,26.57,22.733983275,0.16794,546.0,6.840423374999999,6169.0,0.9413067829119811,-0.08,33.37394088269226,0.28139323481395523,0.9665970654219315,0.08727141613127988,False,False,False,True,False,1
HD 23472 b,2.0,8.32,17.667087,0.1162,543.0,6.15,4684.0,0.23700090260495627,-0.2,17.551150122113793,0.3679564770559893,0.7664670604582189,0.17343993493375293,False,False,False,True,False,1
HD 23472 c,1.87,3.41,22.733983275,0.1646,467.0,3.1,4684.0,0.23700090260495627,-0.2,8.74730578858899,0.4778112216817734,0.7664670604582189,0.06110415661051912,False,False,False,True,False,1
HD 23472 d,0.75,0.55,3.97664,0.04298,909.0,6.840423374999999,4684.0,0.23700090260495627,-0.2,128.227785462074,0.18550340214396563,0.7664670604582189,0.1722654955967339,False,False,False,True,False,1
HD 23472 e,0.818,0.72,7.90754,0.068,723.0,6.840423374999999,4684.0,0.23700090260495627,-0.2,51.243438401071614,0.2697447477555426,0.7664670604582189,0.1729221870149064,False,False,False,True,False,1
HD 23472 f,1.137,0.77,12.1621839,0.0906,630.0,3.0,4684.0,0.23700090260495627,-0.2,28.8695955110942,0.34004415169440444,0.7664670604582189,0.1732660122671755,False,False,False,True,False,1
HD 25463 b,2.54535814,8.7,7.0491423,0.076,1198.46,2.87,6353.0,1.9784731875085524,-0.018,342.47415397413056,0.10837398030010231,0.9291619554873687,0.07117246031325022,False,False,False,True,False,1
HD 25463 c,1.36354953,4.3,3.04405,0.0443,1585.57,6.840423374999999,6353.0,1.9784731875085524,-0.018,1007.6308957563076,0.08019953656972151,0.9291619554873687,0.0962469607458469,False,False,False,True,False,0
HD 260655 b,1.24,2.14,2.76953,0.02933,709.0,6.2,3803.0,0.036310313617986784,-0.425,42.16006965928988,0.28806183334009056,0.42029200656495125,0.34830383078650407,False,False,False,False,True,1
HD 260655 c,1.533,3.09,5.70588,0.04749,557.0,4.7,3803.0,0.036310313617986784,-0.425,16.092856450250917,0.3978554487437131,0.42029200656495125,0.35539819608628526,False,False,False,False,True,1
HD 2685 b,16.14096,371.8611,4.12688,0.0568,2061.0,1.42,6801.0,1.9784731875085524,0.02,613.0542468203641,0.04533697356252405,0.7925006127855677,0.15595664067386505,False,False,False,True,False,0
HD 28109 b,2.69,6.2,22.733983275,0.054235,867.0,1.8,6189.0,1.9784731875085524,0.1,672.3931153007973,0.09293981795851393,0.9631578170283659,1.3827299153624846,False,True,False,False,False,0
HD 28109 c,4.13,9.2,22.733983275,0.054235,643.0,0.7,6189.0,1.9784731875085524,0.1,672.3931153007973,0.08947785935233243,0.9631578170283659,1.3827299153624846,False,True,False,False,False,0
HD 28109 d,3.11,5.8,22.733983275,0.054235,561.0,1.1,6189.0,1.9784731875085524,0.1,672.3931153007973,0.09934700146563977,0.9631578170283659,1.3827299153624846,False,True,False,False,False,0
HD 3167 b,1.67,4.97,0.959641,0.01796,1774.0,5.6,5261.0,0.9413067829119811,0.04,2909.204253261144,0.05239055837011844,0.9423320653314905,0.06571653538398654,False,False,False,True,False,0
HD 3167 c,3.0,11.13,22.733983275,0.16794,564.0,2.11,5261.0,0.9413067829119811,0.04,33.37394088269226,0.26993002047953185,0.9423320653314905,0.08727141613127988,False,False,False,True,False,1
HD 332231 b,9.07303305,74.1,18.712024,0.145,798.3,0.55,6128.0,1.9784731875085524,0.043,94.09650848989595,0.13033747046491784,0.973144963058051,0.06501991676667994,False,False,False,True,False,1
HD 35843 c,2.54,11.32,22.733983275,0.16794,479.0,3.8,5666.0,0.7499978182030022,-0.27,26.591100054992047,0.31330809133068627,0.9972163260698456,0.08727141613127988,False,False,False,True,False,1
HD 5278 b,2.45,7.8,14.339156,0.1202,943.0,2.9,6203.0,1.9069969568167837,-0.12,131.9808760178381,0.15978599536854518,0.9606560054411076,0.05181498298206983,False,True,False,False,False,1
HD 6061 b,2.42763557,10.0,5.2549,0.06,1075.31,3.82,5934.0,1.1360043646919784,-0.05,315.46913765397903,0.11592771699973282,0.9946065969067884,0.018418176585141888,False,False,False,True,False,1
HD 63433 b,2.14,21.755,7.1079475,0.054235,967.11,6.840423374999999,5553.0,0.7479972479493335,-0.07,254.21026828189005,0.13182293118059474,0.9888130446112331,0.37390043689374003,False,False,True,False,False,1
HD 63433 c,2.692,15.539,20.5438281,0.054235,678.92,4.63,5553.0,0.7479972479493335,-0.07,254.21026828189005,0.13624190211645376,0.9888130446112331,1.2947667569892327,False,False,True,False,False,1
HD 63935 b,2.91575244,10.5,9.058807,0.083,825.22,2.32,5513.0,0.7679978425171763,0.107,111.46557946548275,0.16750285252861577,0.9845155801777971,0.031673868228836416,False,False,False,True,False,1
HD 63935 c,3.06451296,11.1,21.4027,0.148,619.59,2.11,5513.0,0.7679978425171763,0.107,35.06038998024088,0.2587326759726914,0.9845155801777971,0.024964049230099428,False,False,False,True,False,1
HD 73344 b,2.884,10.48,15.611,0.131,911.0,2.451,6252.6,0.9413067829119811,0.143,54.8483150513915,0.2069146933989584,0.9511776029332994,0.09008835391883079,False,True,False,False,False,1
HD 73583 b,2.79,10.2,6.398042,0.0604,714.0,2.58,4511.0,0.9413067829119811,0.0,257.9516335024995,0.1328165809321571,0.6999608396303131,0.14324949731295036,False,False,False,True,False,1
HD 73583 c,2.39,9.7,18.87974,0.1242,498.0,3.88,4511.0,0.9413067829119811,0.0,61.01826340097267,0.240683809291211,0.6999608396303131,0.14438267171006963,False,False,False,True,False,1
HD 77946 b,2.89646124,10.9,6.527363,0.073,1128.86,2.44,6007.0,1.9784731875085524,0.215,371.1957199828429,0.10388940683212057,0.9884140841204501,0.08543073593903115,False,False,False,True,False,1
HD 80653 b,1.613,5.72,0.719573,0.01661,2463.0,6.840423374999999,5959.0,0.9413067829119811,0.255,3399.543659468728,0.04550942760230474,0.9927462144018447,0.058304820685602055,False,False,False,True,False,0
HD 86226 c,2.16,7.25,3.98442,0.049,1311.0,3.97,5863.0,1.1799945460606736,0.018,491.2550150127699,0.09748076446235854,0.9983957326592398,0.004919952559418655,False,False,True,False,False,0
HD 88986 b,2.49,17.2,22.733983275,0.16794,460.0,6.1,5861.0,0.9413067829119811,0.06,33.37394088269226,0.2950136028351167,0.9984702823237644,0.08727141613127988,False,False,True,False,False,1
HD 89345 b,7.39794,34.9613,11.8143,0.1066,1089.0,0.471,5576.0,1.9784731875085524,0.421,174.09149034441742,0.10440073973687315,0.9909734307508985,0.0635795474821245,False,False,False,True,False,1
HD 93963 A b,1.46954368,2.8,1.0376109,0.02061,1842.23,4.81,5908.0,1.1689878572696135,0.11,2745.571767782843,0.05422706570134686,0.9962514877233094,0.0315866792685729,False,False,False,True,False,0
HD 93963 A c,3.11976057,18.4,3.6451389,0.04726,1212.45,3.31,5908.0,1.1689878572696135,0.11,523.1523299672882,0.08925731460407726,0.9962514877233094,0.024989680623291294,False,False,False,True,False,0
HD 97658 b,2.12,8.3,9.4897116,0.054235,751.0,4.8,5212.0,0.3510023305013026,-0.23,119.28973916538895,0.18078452396213177,0.9312847242277263,0.6244156744215319,False,False,False,True,False,1
HIP 116454 b,2.469,9.7,9.1004157,0.0792,753.2,3.53,5048.0,0.3364031083450256,0.0,53.62167869769792,0.2268783163999818,0.8883209045958905,0.09659217585145145,False,False,False,True,False,1
HIP 29442 c,1.551,4.5,3.5379559,0.04518,1123.0,1.42,5289.0,0.9413067829119811,0.24,460.92050195265784,0.11148743437821315,0.9482491450706347,0.007406083246318541,False,False,False,True,False,1
HIP 29442 d,1.538,5.14,6.429575,0.0673,920.0,1.42,5289.0,0.9413067829119811,0.24,207.78069017921172,0.15325378096826575,0.9482491450706347,0.007115738287498915,False,False,False,True,False,1
HIP 41378 b,2.595,6.89,15.57208,0.054235,959.0,2.17,6320.0,0.9413067829119811,-0.1,319.9073933435463,0.11699818769437936,0.9368042885019809,1.054198872577805,False,False,False,True,False,1
HIP 41378 c,2.727,4.4,22.733983275,0.054235,757.0,1.19,6320.0,0.9413067829119811,-0.1,319.9073933435463,0.12261464814666542,0.9368042885019809,1.3827299153624846,False,False,False,True,False,1
HIP 41378 d,3.54,4.6,22.733983275,0.054235,367.0,0.56,6320.0,0.9413067829119811,-0.1,319.9073933435463,0.1341534563391479,0.9368042885019809,1.3827299153624846,False,False,False,True,False,1
HIP 41378 e,4.92,12.0,22.733983275,0.054235,335.0,0.55,6320.0,0.9413067829119811,-0.1,319.9073933435463,0.12486220483594354,0.9368042885019809,1.3827299153624846,False,False,False,True,False,1
HIP 41378 f,9.2,12.0,22.733983275,0.054235,294.0,0.09,6320.0,0.9413067829119811,-0.1,319.9073933435463,0.10654339509407512,0.9368042885019809,1.3827299153624846,False,False,False,True,False,1
HIP 65 A b,22.75427,733.625075,0.9809734,0.01782,1411.0,0.48,4590.0,0.2098988214056818,0.18,658.9145817318653,0.044226906258464156,0.7307879086327602,0.0911227902407249,False,False,False,True,False,0
HIP 8152 b,2.53625843,8.9,10.751014,0.093,794.96,2.97,5618.0,0.8309980410444321,0.007,96.06913769299793,0.18368835736357794,0.9943272621977464,0.03223094199005865,False,False,False,True,False,1
