planet_name,host_star_name,habitability_prob
OGLE-2012-BLG-0026L c,OGLE-2012-BLG-0026L,0.0544
MOA-2022-BLG-563L b,MOA-2022-BLG-563L,0.0543
HU Aqr AB c,HU Aqr,0.0543
K2-58 b,K2-58,0.0543
Kepler-48 f,Kepler-48,0.0543
Kepler-906 b,Kepler-906,0.0542
Kepler-1818 b,Kepler-1818,0.0542
Kepler-334 b,Kepler-334,0.0541
KMT-2021-BLG-0748L b,KMT-2021-BLG-0748L,0.0541
Kepler-1530 c,Kepler-1530,0.054
Kepler-789 b,Kepler-789,0.0539
Kepler-1530 b,Kepler-1530,0.0539
Kepler-130 b,Kepler-130,0.0539
Kepler-223 b,Kepler-223,0.0539
Kepler-818 b,Kepler-818,0.0539
Kepler-1198 b,Kepler-1198,0.0538
HD 20781 b,HD 20781,0.0537
Kepler-1740 b,Kepler-1740,0.0536
Kepler-1411 b,Kepler-1411,0.0536
Kepler-371 b,Kepler-371,0.0535
Kepler-337 b,Kepler-337,0.0535
Kepler-1227 b,Kepler-1227,0.0534
Kepler-1564 b,Kepler-1564,0.0534
Kepler-1894 b,Kepler-1894,0.0534
Kepler-862 b,Kepler-862,0.0534
HD 155918 b,HD 155918,0.0534
ups Leo b,ups Leo,0.0534
Kepler-153 b,Kepler-153,0.0534
OGLE-2014-BLG-0124L b,OGLE-2014-BLG-0124L,0.0533
HD 219139 b,HD 219139,0.0533
Kepler-215 e,Kepler-215,0.0533
Kepler-598 c,Kepler-598,0.0533
GJ 433 c,GJ 433,0.0532
HU Aqr AB b,HU Aqr,0.053
GJ 2030 b,GJ 2030,0.053
Kepler-1153 b,Kepler-1153,0.0529
HD 93351 b,HD 93351,0.0529
Kepler-314 c,Kepler-314,0.0529
Kepler-105 b,Kepler-105,0.0529
HD 217786 c,HD 217786,0.0529
HD 21693 c,HD 21693,0.0529
Kepler-1319 b,Kepler-1319,0.0528
HD 81817 c,HD 81817,0.0527
Kepler-729 b,Kepler-729,0.0527
K2-365 b,K2-365,0.0527
Kepler-1679 b,Kepler-1679,0.0526
Kepler-139 e,Kepler-139,0.0526
Kepler-793 b,Kepler-793,0.0525
TOI-1630.01,TOI-1630,0.0525
Kepler-350 c,Kepler-350,0.0525
Kepler-363 d,Kepler-363,0.0525
TOI-1799 b,TOI-1799,0.0524
Kepler-1144 b,Kepler-1144,0.0524
KMT-2018-BLG-0748L b,KMT-2018-BLG-0748L,0.0524
Kepler-1463 b,Kepler-1463,0.0523
Kepler-949 b,Kepler-949,0.0523
CoRoT-20 c,CoRoT-20,0.0523
GJ 676 A d,GJ 676 A,0.0522
RR Cae b,RR Cae,0.0522
HD 219828 b,HD 219828,0.0522
Kepler-1457 b,Kepler-1457,0.0522
HD 126525 b,HD 126525,0.0521
Kepler-279 c,Kepler-279,0.0521
Kepler-197 e,Kepler-197,0.0521
Kepler-733 b,Kepler-733,0.0521
KMT-2021-BLG-1150L b,KMT-2021-BLG-1150L,0.0521
Kepler-770 b,Kepler-770,0.0521
HD 125612 c,HD 125612,0.052
Kepler-112 c,Kepler-112,0.052
Kepler-865 b,Kepler-865,0.052
Kepler-1160 b,Kepler-1160,0.052
KMT-2022-BLG-1013L b,KMT-2022-BLG-1013L,0.052
Kepler-515 b,Kepler-515,0.0519
KMT-2018-BLG-0087L b,KMT-2018-BLG-0087L,0.0519
HD 12235 b,HD 12235,0.0519
Kepler-162 b,Kepler-162,0.0518
Kepler-1117 b,Kepler-1117,0.0518
Kepler-244 d,Kepler-244,0.0518
Kepler-758 e,Kepler-758,0.0517
HD 152843 c,HD 152843,0.0517
HAT-P-11 b,HAT-P-11,0.0517
Kepler-689 b,Kepler-689,0.0517
OGLE-2006-BLG-284L A b,OGLE-2006-BLG-284L A,0.0516
Kepler-797 b,Kepler-797,0.0516
HD 47186 c,HD 47186,0.0515
Kepler-80 e,Kepler-80,0.0515
HD 203387 b,HD 203387,0.0514
Kepler-964 b,Kepler-964,0.0514
Kepler-229 c,Kepler-229,0.0512
Kepler-1567 b,Kepler-1567,0.0512
Kepler-334 d,Kepler-334,0.0511
K2-389 c,K2-389,0.0511
Kepler-735 b,Kepler-735,0.0511
HD 153557 b,HD 153557,0.051
GJ 433 b,GJ 433,0.0509
Kepler-1895 b,Kepler-1895,0.0509
Kepler-37 e,Kepler-37,0.0509
Kepler-251 e,Kepler-251,0.0509
Kepler-324 e,Kepler-324,0.0509
Kepler-373 b,Kepler-373,0.0507
HD 140901 b,HD 140901,0.0507
Kepler-1710 b,Kepler-1710,0.0507
Kepler-1828 b,Kepler-1828,0.0506
Kepler-99 b,Kepler-99,0.0506
HIP 38594 c,HIP 38594,0.0506
Kepler-256 c,Kepler-256,0.0506
OGLE-2011-BLG-0251L b,OGLE-2011-BLG-0251L,0.0505
HD 105618 b,HD 105618,0.0505
GJ 163 b,GJ 163,0.0505
HD 102195 b,HD 102195,0.0505
K2-84 c,K2-84,0.0504
HD 18143 b,HD 18143,0.0504
Kepler-1612 b,Kepler-1612,0.0504
Kepler-1295 b,Kepler-1295,0.0504
Kepler-148 c,Kepler-148,0.0504
GJ 3222 b,GJ 3222,0.0504
HD 115404 A b,HD 115404 A,0.0504
Kepler-955 b,Kepler-955,0.0503
HD 213519 b,HD 213519,0.0503
HIP 90988 b,HIP 90988,0.0502
Kepler-1638 b,Kepler-1638,0.0501
Kepler-1856 b,Kepler-1856,0.0501
HR 8799 c,HR 8799,0.0501
MOA-2010-BLG-117L b,MOA-2010-BLG-117L,0.05
GJ 3082 b,GJ 3082,0.05
HD 183263 b,HD 183263,0.05
HD 38529 b,HD 38529,0.05
HD 28192 b,HD 28192,0.05
Kepler-273 c,Kepler-273,0.0499
K2-412 b,K2-412,0.0499
GJ 9404 b,GJ 9404,0.0499
Kepler-1780 b,Kepler-1780,0.0498
Kepler-574 b,Kepler-574,0.0498
HD 153557 c,HD 153557,0.0498
HD 125612 b,HD 125612,0.0498
Kepler-1600 c,Kepler-1600,0.0498
Kepler-198 c,Kepler-198,0.0497
HD 4113 b,HD 4113,0.0497
tau Cet f,tau Cet,0.0496
HD 27894 b,HD 27894,0.0496
Kepler-157 b,Kepler-157,0.0496
HD 11343 c,HIP 8541,0.0496
Kepler-336 b,Kepler-336,0.0496
HD 151450 b,HD 151450,0.0495
Kepler-213 b,Kepler-213,0.0495
HD 156098 b,HD 156098,0.0495
HD 113337 b,HD 113337,0.0495
Kepler-1342 b,Kepler-1342,0.0495
GJ 180 b,GJ 180,0.0494
Kepler-1943 b,Kepler-1943,0.0494
Kepler-595 b,Kepler-595,0.0494
tau Cet g,tau Cet,0.0494
HD 142 b,HD 142,0.0494
Kepler-215 b,Kepler-215,0.0494
CI Tau c,CI Tau,0.0493
Kepler-280 b,Kepler-280,0.0493
HD 205158 b,HD 205158,0.0493
HD 28185 b,HD 28185,0.0492
Kepler-192 c,Kepler-192,0.0492
GJ 422 b,GJ 422,0.0492
Kepler-256 e,Kepler-256,0.0492
K2-409 b,K2-409,0.0492
HD 164604 b,HD 164604,0.0492
HD 128311 b,HD 128311,0.0492
Kepler-1488 c,Kepler-1488,0.0492
HD 73526 c,HD 73526,0.0492
Kepler-758 c,Kepler-758,0.0492
OGLE-2018-BLG-1119L b,OGLE-2018-BLG-1119L,0.0491
Kepler-1312 b,Kepler-1312,0.0491
Kepler-1262 b,Kepler-1262,0.0491
BD+48 740 b,BD+48 740,0.0491
KMT-2021-BLG-1077L c,KMT-2021-BLG-1077L,0.049
K2-157 c,K2-157,0.049
Kepler-1756 b,Kepler-1756,0.049
Kepler-112 b,Kepler-112,0.049
HD 169830 b,HD 169830,0.0489
HD 204313 c,HD 204313,0.0489
Kepler-1656 c,Kepler-1656,0.0489
GJ 163 c,GJ 163,0.0489
Kepler-1843 b,Kepler-1843,0.0489
Kepler-262 b,Kepler-262,0.0489
HD 144899 b,HD 144899,0.0489
HD 43197 b,HD 43197,0.0489
HD 72892 b,HD 72892,0.0488
Kepler-1221 b,Kepler-1221,0.0488
GJ 229 b,GJ 229,0.0488
HD 25912 b,HD 25912,0.0488
HD 126614 b,HD 126614,0.0488
KMT-2023-BLG-2209L b,KMT-2023-BLG-2209L,0.0488
Kepler-936 b,Kepler-936,0.0488
HIP 4845 b,HIP 4845,0.0487
HD 74156 b,HD 74156,0.0487
GJ 687 c,GJ 687,0.0487
HD 177565 b,HD 177565,0.0487
GJ 676 A e,GJ 676 A,0.0487
OGLE-2018-BLG-1428L b,OGLE-2018-BLG-1428L,0.0487
HD 142 A d,HD 142,0.0486
Kepler-100 e,Kepler-100,0.0486
Kepler-1966 b,Kepler-1966,0.0486
Kepler-376 b,Kepler-376,0.0486
HD 122562 c,HD 122562,0.0486
GJ 433 d,GJ 433,0.0486
OGLE-2016-BLG-1227L b,OGLE-2016-BLG-1227L,0.0485
GJ 480 b,GJ 480,0.0485
tau Cet h,tau Cet,0.0485
HD 168443 b,HD 168443,0.0485
GJ 163 d,GJ 163,0.0485
HD 13724 c,HD 13724,0.0485
HD 156279 b,HD 156279,0.0484
GJ 687 b,GJ 687,0.0484
HIP 19976 b,HIP 19976,0.0484
Kepler-301 c,Kepler-301,0.0484
HD 199509 b,HD 199509,0.0484
HD 20794 e,HD 20794,0.0483
HD 127506 b,HD 127506,0.0483
Kepler-172 b,Kepler-172,0.0483
tau Cet e,tau Cet,0.0483
GJ 2056 b,GJ 2056,0.0482
HD 20868 b,HD 20868,0.0481
K2-370 b,K2-370,0.0481
Kepler-1542 e,Kepler-1542,0.0481
Kepler-760 c,Kepler-760,0.0481
Kepler-279 e,Kepler-279,0.048
Kepler-1174 b,Kepler-1174,0.048
Kepler-1685 b,Kepler-1685,0.048
Kepler-487 d,Kepler-487,0.048
Kepler-334 c,Kepler-334,0.0479
Kepler-203 d,Kepler-203,0.0478
Kepler-192 b,Kepler-192,0.0478
OGLE-2013-BLG-1721L b,OGLE-2013-BLG-1721L,0.0478
GJ 229 A c,GJ 229,0.0478
OGLE-2016-BLG-1067L b,OGLE-2016-BLG-1067L,0.0477
HIP 48714 b,HIP 48714,0.0477
Kepler-392 b,Kepler-392,0.0476
Kepler-1711 b,Kepler-1711,0.0476
Kepler-439 b,Kepler-439,0.0476
GJ 180 d,GJ 180,0.0476
Kepler-1542 b,Kepler-1542,0.0476
Kepler-672 b,Kepler-672,0.0476
Kepler-392 c,Kepler-392,0.0475
G 192-15 c,G 192-15,0.0475
KMT-2017-BLG-2331L b,KMT-2017-BLG-2331L,0.0475
Kepler-863 b,Kepler-863,0.0474
HD 89307 b,HD 89307,0.0474
Kepler-1542 d,Kepler-1542,0.0474
Kepler-47 b,Kepler-47,0.0474
Kepler-1266 c,Kepler-1266,0.0474
Kepler-943 b,Kepler-943,0.0474
Kepler-1312 c,Kepler-1312,0.0473
Kepler-226 c,Kepler-226,0.0473
Kepler-375 b,Kepler-375,0.0473
Kepler-1563 b,Kepler-1563,0.0472
Kepler-1479 b,Kepler-1479,0.0472
Kepler-172 e,Kepler-172,0.0472
Kepler-149 d,Kepler-149,0.0471
Kepler-215 c,Kepler-215,0.047
KIC 8540376 c,KOI-7892,0.047
HD 81688 b,HD 81688,0.0469
Kepler-920 c,Kepler-920,0.0467
Kepler-1497 b,Kepler-1497,0.0467
Kepler-1066 b,Kepler-1066,0.0467
Kepler-1693 b,Kepler-1693,0.0467
HD 189733 b,HD 189733,0.0467
Kepler-257 d,Kepler-257,0.0466
Kepler-150 f,Kepler-150,0.0465
HIP 107772 b,HIP 107772,0.0465
KMT-2023-BLG-1896L b,KMT-2023-BLG-1896L,0.0465
Kepler-251 d,Kepler-251,0.0465
Kepler-284 b,Kepler-284,0.0464
KMT-2018-BLG-1996L b,KMT-2018-BLG-1996L,0.0464
HIP 38594 b,HIP 38594,0.0464
Kepler-846 b,Kepler-846,0.0464
Kepler-1139 b,Kepler-1139,0.0463
Kepler-301 b,Kepler-301,0.0462
Kepler-1243 b,Kepler-1243,0.0462
Kepler-1542 c,Kepler-1542,0.0461
TOI-1338 c,TOI-1338 A,0.0461
Kepler-1186 b,Kepler-1186,0.0459
BD-08 2823 c,BD-08 2823,0.0459
Kepler-1105 b,Kepler-1105,0.0458
HD 28471 b,HD 28471,0.0457
Kepler-133 b,Kepler-133,0.0457
Kepler-1523 b,Kepler-1523,0.0457
Kepler-827 b,Kepler-827,0.0457
WASP-47 d,WASP-47,0.0456
KMT-2016-BLG-2321L b,KMT-2016-BLG-2321L,0.0456
HD 21693 b,HD 21693,0.0456
Kepler-238 e,Kepler-238,0.0456
Kepler-1012 b,Kepler-1012,0.0455
Kepler-698 b,Kepler-698,0.0455
Kepler-571 b,Kepler-571,0.0455
Kepler-1017 b,Kepler-1017,0.0455
HD 171238 b,HD 171238,0.0454
HD 3167 d,HD 3167,0.0454
Kepler-1734 b,Kepler-1734,0.0454
Kepler-498 b,Kepler-498,0.0453
Kepler-1142 b,Kepler-1142,0.0453
Kepler-1338 b,Kepler-1338,0.0452
HD 217958 b,HD 217958,0.0452
Kepler-151 b,Kepler-151,0.0452
Kepler-1327 b,Kepler-1327,0.0452
Kepler-256 d,Kepler-256,0.0451
Kepler-1760 b,Kepler-1760,0.0451
Kepler-1306 b,Kepler-1306,0.0451
TOI-942 b,TOI-942,0.045
Kepler-319 c,Kepler-319,0.0449
Kepler-597 b,Kepler-597,0.0449
Kepler-728 b,Kepler-728,0.0448
Kepler-305 c,Kepler-305,0.0447
Kepler-251 c,Kepler-251,0.0447
Kepler-130 d,Kepler-130,0.0447
Kepler-206 c,Kepler-206,0.0446
Kepler-1016 b,Kepler-1016,0.0446
Kepler-1060 b,Kepler-1060,0.0444
HAT-P-17 c,HAT-P-17,0.0444
Kepler-1447 b,Kepler-1447,0.0444
Kepler-831 b,Kepler-831,0.0444
WASP-31 b,WASP-31,0.0442
Kepler-1299 b,Kepler-1299,0.0441
Kepler-337 c,Kepler-337,0.044
MOA-2007-BLG-400L b,MOA-2007-BLG-400L,0.044
Kepler-758 d,Kepler-758,0.044
Kepler-713 b,Kepler-713,0.044
Kepler-1123 b,Kepler-1123,0.0439
Kepler-23 b,Kepler-23,0.0439
Kepler-1841 b,Kepler-1841,0.0439
Kepler-1839 b,Kepler-1839,0.0439
Kepler-218 c,Kepler-218,0.0438
Kepler-1365 c,Kepler-1365,0.0438
Kepler-1441 b,Kepler-1441,0.0438
Kepler-321 b,Kepler-321,0.0438
Kepler-25 d,Kepler-25,0.0437
Kepler-1424 b,Kepler-1424,0.0436
Kepler-695 b,Kepler-695,0.0436
PSR J1719-1438 b,PSR J1719-1438,0.0436
HD 109833 c,HD 109833,0.0436
Kepler-157 d,Kepler-157,0.0435
OGLE-2012-BLG-0724L b,OGLE-2012-BLG-0724L,0.0435
Kepler-633 c,Kepler-633,0.0435
Kepler-1365 b,Kepler-1365,0.0434
Kepler-80 b,Kepler-80,0.0433
Kepler-209 c,Kepler-209,0.0433
Kepler-311 c,Kepler-311,0.0432
Kepler-262 c,Kepler-262,0.0432
KMT-2018-BLG-2602L b,KMT-2018-BLG-2602L,0.0431
Kepler-746 b,Kepler-746,0.0431
Kepler-616 b,Kepler-616,0.0431
OGLE-2014-BLG-1760L b,OGLE-2014-BLG-1760L,0.043
Kepler-613 b,Kepler-613,0.043
HD 28471 d,HD 28471,0.043
61 Vir d,61 Vir,0.043
Kepler-11 d,Kepler-11,0.0429
Kepler-11 e,Kepler-11,0.0429
UKIRT-2017-BLG-001L b,UKIRT-2017-BLG-001L,0.0428
Kepler-222 b,Kepler-222,0.0428
Kepler-154 b,Kepler-154,0.0428
KOI-351 e,KOI-351,0.0427
KOI-351 d,KOI-351,0.0427
Kepler-284 c,Kepler-284,0.0427
Kepler-400 c,Kepler-400,0.0427
Kepler-1840 b,Kepler-1840,0.0427
Kepler-1336 c,Kepler-1336,0.0426
Kepler-1210 b,Kepler-1210,0.0426
Kepler-200 b,Kepler-200,0.0425
Kepler-1135 b,Kepler-1135,0.0425
HD 109833 b,HD 109833,0.0425
Kepler-204 c,Kepler-204,0.0424
Kepler-562 b,Kepler-562,0.0424
Kepler-1129 c,Kepler-1129,0.0423
K2-163 b,K2-163,0.0423
Kepler-1417 b,Kepler-1417,0.0423
Kepler-80 c,Kepler-80,0.0423
Kepler-902 b,Kepler-902,0.0423
Kepler-1240 b,Kepler-1240,0.0423
Kepler-1656 b,Kepler-1656,0.0422
Kepler-1791 b,Kepler-1791,0.0422
Kepler-1305 b,Kepler-1305,0.0421
Kepler-1325 b,Kepler-1325,0.0421
KMT-2019-BLG-0298L b,KMT-2019-BLG-0298L,0.0421
HD 130322 b,HD 130322,0.0421
Kepler-238 b,Kepler-238,0.0421
Kepler-466 c,Kepler-466,0.042
Kepler-197 b,Kepler-197,0.042
Kepler-697 b,Kepler-697,0.042
Kepler-1600 b,Kepler-1600,0.042
Kepler-1469 b,Kepler-1469,0.0419
61 Vir c,61 Vir,0.0419
OGLE-2016-BLG-1093L b,OGLE-2016-BLG-1093L,0.0419
HIP 79431 b,HIP 79431,0.0419
HD 156668 c,HD 156668,0.0417
Kepler-1883 b,Kepler-1883,0.0417
HAT-P-13 c,HAT-P-13,0.0417
HD 20782 b,HD 20782,0.0416
KMT-2021-BLG-1547L b,KMT-2021-BLG-1547L,0.0416
Kepler-223 c,Kepler-223,0.0415
KMT-2022-BLG-1790L b,KMT-2022-BLG-1790L,0.0415
Kepler-1130 d,Kepler-1130,0.0415
Kepler-1073 c,Kepler-1073,0.0414
Kepler-1138 b,Kepler-1138,0.0414
Kepler-457 d,KOI-7892,0.0414
Kepler-1896 b,Kepler-1896,0.0414
KMT-2018-BLG-0030L b,KMT-2018-BLG-0030L,0.0414
Kepler-1196 b,Kepler-1196,0.0413
Kepler-305 b,Kepler-305,0.0413
Kepler-1825 b,Kepler-1825,0.0412
Kepler-1634 b,Kepler-1634,0.0412
Kepler-301 d,Kepler-301,0.0412
OGLE-2019-BLG-1180L b,OGLE-2019-BLG-1180L,0.0411
Kepler-1156 b,Kepler-1156,0.0411
Kepler-1440 b,Kepler-1440,0.0411
HD 88133 b,HD 88133,0.041
Kepler-172 c,Kepler-172,0.041
Kepler-1130 c,Kepler-1130,0.041
Kepler-150 d,Kepler-150,0.041
Kepler-867 b,Kepler-867,0.0409
GJ 436 b,GJ 436,0.0409
Kepler-1040 b,Kepler-1040,0.0409
Kepler-1519 b,Kepler-1519,0.0408
HD 103949 b,HD 103949,0.0408
Kepler-164 b,Kepler-164,0.0408
Kepler-1341 b,Kepler-1341,0.0406
Kepler-368 b,Kepler-368,0.0406
HD 66141 b,HD 66141,0.0405
Kepler-197 d,Kepler-197,0.0405
Kepler-374 c,Kepler-374,0.0404
61 Vir b,61 Vir,0.0404
Kepler-198 b,Kepler-198,0.0404
Kepler-222 d,Kepler-222,0.0404
Kepler-374 b,Kepler-374,0.0403
K2-380 b,K2-380,0.0402
Kepler-1129 b,Kepler-1129,0.0402
Kepler-758 b,Kepler-758,0.0402
Kepler-1218 b,Kepler-1218,0.0401
Kepler-945 b,Kepler-945,0.0401
OGLE-2019-BLG-0304L b,OGLE-2019-BLG-0304L,0.04
91 Aqr b,91 Aqr,0.04
Kepler-1573 b,Kepler-1573,0.0399
KMT-2018-BLG-1990L b,KMT-2018-BLG-1990L,0.0399
Kepler-1415 b,Kepler-1415,0.0398
Kepler-171 b,Kepler-171,0.0398
Kepler-198 d,Kepler-198,0.0398
Kepler-184 c,Kepler-184,0.0397
OGLE-2012-BLG-0563L b,OGLE-2012-BLG-0563L,0.0397
Kepler-1232 b,Kepler-1232,0.0397
HD 17092 b,HD 17092,0.0397
Kepler-1336 b,Kepler-1336,0.0397
Kepler-1631 b,Kepler-1631,0.0397
Kepler-520 c,Kepler-520,0.0396
KMT-2021-BLG-1898L b,KMT-2021-BLG-1898L,0.0396
Kepler-244 b,Kepler-244,0.0396
Kepler-115 b,Kepler-115,0.0396
Kepler-134 c,Kepler-134,0.0396
Kepler-377 b,Kepler-377,0.0395
KMT-2021-BLG-1105L b,KMT-2021-BLG-1105L,0.0395
Kepler-1785 b,Kepler-1785,0.0395
HD 145457 b,HD 145457,0.0394
HD 100655 b,HD 100655,0.0394
OGLE-2018-BLG-0962L b,OGLE-2018-BLG-0962L,0.0393
Kepler-1445 b,Kepler-1445,0.0393
Kepler-1116 b,Kepler-1116,0.0392
Kepler-858 b,Kepler-858,0.0392
K2-19 c,K2-19,0.0392
Kepler-370 b,Kepler-370,0.0392
HD 116029 c,HD 116029,0.0391
KOI-351 f,KOI-351,0.0391
Kepler-799 b,Kepler-799,0.039
Gaia22dkvL b,Gaia22dkvL,0.039
Kepler-1436 b,Kepler-1436,0.039
Kepler-197 c,Kepler-197,0.0389
HD 41004 A b,HD 41004 A,0.0389
Kepler-257 c,Kepler-257,0.0389
K2-84 b,K2-84,0.0388
Kepler-269 c,Kepler-269,0.0388
Kepler-1599 b,Kepler-1599,0.0387
Kepler-1294 b,Kepler-1294,0.0387
HD 103720 b,HD 103720,0.0387
Kepler-149 b,Kepler-149,0.0386
OGLE-2015-BLG-1771L b,OGLE-2015-BLG-1771L,0.0386
Kepler-280 c,Kepler-280,0.0386
HIP 41378 g,HIP 41378,0.0386
Kepler-1216 b,Kepler-1216,0.0386
Kepler-150 e,Kepler-150,0.0385
HD 95338 b,HD 95338,0.0385
K2-157 d,K2-157,0.0384
Kepler-1091 b,Kepler-1091,0.0384
Kepler-171 c,Kepler-171,0.0384
Kepler-297 b,Kepler-297,0.0384
HD 102329 c,HD 102329,0.0384
Kepler-1177 b,Kepler-1177,0.0384
Kepler-1464 c,Kepler-1464,0.0383
Kepler-489 b,Kepler-489,0.0383
Kepler-23 d,Kepler-23,0.0382
Kepler-1005 b,Kepler-1005,0.0382
WASP-66 b,WASP-66,0.0382
Kepler-682 b,Kepler-682,0.0381
Kepler-142 d,Kepler-142,0.0381
K2-183 b,K2-183,0.038
Kepler-132 b,Kepler-132,0.0379
HD 99706 c,HD 99706,0.0379
Kepler-1141 b,Kepler-1141,0.0379
Kepler-343 c,Kepler-343,0.0378
Kepler-154 d,Kepler-154,0.0378
Kepler-299 c,Kepler-299,0.0377
Kepler-1273 b,Kepler-1273,0.0377
BD+63 1405 b,BD+63 1405,0.0377
Kepler-139 c,Kepler-139,0.0376
Kepler-341 b,Kepler-341,0.0375
Kepler-59 b,Kepler-59,0.0374
Kepler-804 b,Kepler-804,0.0374
V1298 Tau e,V1298 Tau,0.0373
KMT-2017-BLG-1146L b,KMT-2017-BLG-1146L,0.0373
Kepler-796 b,Kepler-796,0.0372
Kepler-1372 b,Kepler-1372,0.0372
Kepler-400 b,Kepler-400,0.0372
Kepler-893 b,Kepler-893,0.0371
Kepler-139 b,Kepler-139,0.0369
Kepler-592 b,Kepler-592,0.0369
Kepler-374 d,Kepler-374,0.0369
Kepler-1065 b,Kepler-1065,0.0369
Kepler-215 d,Kepler-215,0.0368
HIP 5158 c,HIP 5158,0.0368
Kepler-255 c,Kepler-255,0.0367
Kepler-1858 b,Kepler-1858,0.0367
TOI-1772.01,TOI-1772,0.0367
TOI-4641 b,TOI-4641,0.0367
HD 150010 b,HD 150010,0.0367
K2-138 b,K2-138,0.0366
Kepler-1629 b,Kepler-1629,0.0366
Kepler-1827 b,Kepler-1827,0.0366
Kepler-1453 b,Kepler-1453,0.0366
WASP-29 b,WASP-29,0.0365
Kepler-905 b,Kepler-905,0.0365
Kepler-1473 b,Kepler-1473,0.0365
Kepler-132 c,Kepler-132,0.0365
Kepler-1560 b,Kepler-1560,0.0365
Kepler-1912 b,Kepler-1912,0.0365
Kepler-981 b,Kepler-981,0.0365
Kepler-82 b,Kepler-82,0.0363
Kepler-213 c,Kepler-213,0.0363
OGLE-2011-BLG-0265L b,OGLE-2011-BLG-0265L,0.0363
CoRoT-7 c,CoRoT-7,0.0363
Kepler-513 b,Kepler-513,0.0363
Kepler-370 c,Kepler-370,0.0363
Kepler-1118 b,Kepler-1118,0.0362
HD 116029 b,HD 116029,0.0361
K2-80 d,K2-80,0.0361
OGLE-2015-BLG-1609L b,OGLE-2015-BLG-1609L,0.0361
Kepler-1572 b,Kepler-1572,0.0361
Kepler-884 b,Kepler-884,0.0361
TOI-942 c,TOI-942,0.036
Kepler-368 c,Kepler-368,0.036
BD+45 564 b,BD+45 564,0.0359
Kepler-265 b,Kepler-265,0.0359
Kepler-1610 b,Kepler-1610,0.0359
TOI-1011 b,TOI-1011,0.0359
Kepler-1149 b,Kepler-1149,0.0358
HAT-P-57 b,HAT-P-57,0.0358
KMT-2023-BLG-1454L b,KMT-2023-BLG-1454L,0.0358
Kepler-603 d,Kepler-603,0.0358
MOA-bin-1L b,MOA-bin-1L,0.0358
Kepler-1795 b,Kepler-1795,0.0358
Kepler-575 b,Kepler-575,0.0358
Kepler-321 c,Kepler-321,0.0358
Kepler-1929 b,Kepler-1929,0.0358
KMT-2021-BLG-2478L b,KMT-2021-BLG-2478L,0.0357
Kepler-207 c,Kepler-207,0.0357
Kepler-569 b,Kepler-569,0.0357
Kepler-984 b,Kepler-984,0.0357
Kepler-100 d,Kepler-100,0.0357
Kepler-772 b,Kepler-772,0.0356
Kepler-1968 b,Kepler-1968,0.0356
Kepler-1348 b,Kepler-1348,0.0355
Kepler-1376 b,Kepler-1376,0.0355
Kepler-163 c,Kepler-163,0.0355
Kepler-1084 b,Kepler-1084,0.0355
Kepler-1546 b,Kepler-1546,0.0355
Kepler-624 b,Kepler-624,0.0355
Kepler-616 c,Kepler-616,0.0354
K2-70 b,K2-70,0.0354
Kepler-1046 b,Kepler-1046,0.0354
Kepler-586 b,Kepler-586,0.0353
Kepler-582 b,Kepler-582,0.0353
OGLE-2019-BLG-0679L b,OGLE-2019-BLG-0679L,0.0353
Kepler-135 c,Kepler-135,0.0352
Kepler-976 b,Kepler-976,0.0352
OGLE-2018-BLG-0932L b,OGLE-2018-BLG-0932L,0.0351
Kepler-1763 b,Kepler-1763,0.0351
WASP-11 b,WASP-11,0.0351
Kepler-311 b,Kepler-311,0.0351
Kepler-63 b,Kepler-63,0.035
70 Vir b,70 Vir,0.035
Kepler-927 b,Kepler-927,0.035
Kepler-313 c,Kepler-313,0.035
OGLE-2006-BLG-109L b,OGLE-2006-BLG-109L,0.035
HD 104067 c,HD 104067,0.0349
Kepler-780 b,Kepler-780,0.0349
Kepler-157 c,Kepler-157,0.0349
Kepler-51 e,Kepler-51,0.0349
Kepler-565 b,Kepler-565,0.0348
Kepler-310 d,Kepler-310,0.0348
Kepler-1069 b,Kepler-1069,0.0348
Kepler-1023 b,Kepler-1023,0.0348
Kepler-1623 b,Kepler-1623,0.0348
KMT-2023-BLG-0548L b,KMT-2023-BLG-0548L,0.0347
Kepler-376 c,Kepler-376,0.0347
Kepler-1099 b,Kepler-1099,0.0346
Kepler-561 c,Kepler-561,0.0345
Kepler-380 b,Kepler-380,0.0345
Kepler-142 b,Kepler-142,0.0345
Kepler-24 d,Kepler-24,0.0345
Kepler-380 c,Kepler-380,0.0345
Kepler-536 b,Kepler-536,0.0345
Kepler-1176 b,Kepler-1176,0.0344
Kepler-351 b,Kepler-351,0.0342
Kepler-405 b,Kepler-405,0.0342
KIC 8540376 b,KOI-7892,0.0341
Kepler-1494 b,Kepler-1494,0.0341
Kepler-1709 b,Kepler-1709,0.0341
Kepler-208 d,Kepler-208,0.0341
K2-2016-BLG-0005L b,K2-2016-BLG-0005L,0.034
TrES-2 b,TrES-2,0.034
Kepler-1837 b,Kepler-1837,0.034
Kepler-418 c,Kepler-418,0.034
Kepler-987 b,Kepler-987,0.034
Kepler-1303 b,Kepler-1303,0.0339
Kepler-288 b,Kepler-288,0.0339
Kepler-154 c,Kepler-154,0.0339
Kepler-1184 b,Kepler-1184,0.0339
Kepler-830 b,Kepler-830,0.0339
